death times,Breed,events
7.559091946,Border Collie,1
12.81850331,Border Collie,1
9.801391741,Border Collie,1
14.52429843,Border Collie,1
7.192219941,Border Collie,1
10.52418435,Border Collie,1
14.08065252,Border Collie,1
17.14978325,Border Collie,1
6.321697467,Border Collie,1
14.45300023,Border Collie,1
15.52361396,Border Collie,1
13.09787817,Border Collie,1
13.63449692,Border Collie,1
13.33048141,Border Collie,1
15.06639288,Border Collie,1
11.20864705,Border Collie,1
10.00125485,Border Collie,1
14.98688113,Border Collie,1
15.00068446,Border Collie,1
15.39493498,Border Collie,1
15.67681953,Border Collie,1
10.0039927,Border Collie,1
14.47775496,Border Collie,1
14.6884554,Border Collie,1
12.32306639,Border Collie,1
13.44547114,Border Collie,1
10.99794661,Border Collie,1
11.08008214,Border Collie,1
12,Border Collie,1
13.72199407,Border Collie,1
13.91364362,Border Collie,1
15.85215606,Border Collie,1
9.938398357,Border Collie,1
14.83367556,Border Collie,1
14.99941415,Border Collie,1
10.00410678,Border Collie,1
10.6201232,Border Collie,1
2.316107689,Border Collie,1
14.09434178,Border Collie,1
14.06148757,Border Collie,1
13.29488935,Border Collie,1
11.60027379,Border Collie,1
14.12172028,Border Collie,1
15.21149897,Border Collie,1
3.88489619,Border Collie,1
7.515400411,Border Collie,1
10.11909651,Border Collie,1
10.94581337,Border Collie,1
11.72895277,Border Collie,1
11.92881588,Border Collie,1
12.02464066,Border Collie,1
12.48722336,Border Collie,1
13.19644079,Border Collie,1
13.81519507,Border Collie,1
15.89858544,Border Collie,1
11.80002282,Border Collie,1
12.27378508,Border Collie,1
14.03137121,Border Collie,1
14.51323295,Border Collie,1
8.793862651,Border Collie,1
12.31485284,Border Collie,1
10.20123203,Border Collie,1
16.43246635,Border Collie,1
7.627652293,Border Collie,1
10.82819986,Border Collie,1
12.68720055,Border Collie,1
10.42562172,Border Collie,1
11.29637235,Border Collie,1
12.32306639,Border Collie,1
2.045174538,Border Collie,1
5.935546429,Border Collie,1
7.282683094,Border Collie,1
9.519507187,Border Collie,1
10.02315765,Border Collie,1
10.12731006,Border Collie,1
10.80070728,Border Collie,1
11.46064339,Border Collie,1
12.43246635,Border Collie,1
12.60232717,Border Collie,1
13.27857632,Border Collie,1
14.19575633,Border Collie,1
12.50638832,Border Collie,1
13.4865389,Border Collie,1
13.94387406,Border Collie,1
14.03137121,Border Collie,1
13.00193931,Border Collie,1
13.54129592,Border Collie,1
14.00410678,Border Collie,1
14.08339037,Border Collie,1
15.2936345,Border Collie,1
15.62491444,Border Collie,1
15.69609856,Border Collie,1
16.49269906,Border Collie,1
2.299680584,Border Collie,1
10.74880219,Border Collie,1
8.68434862,Border Collie,1
9.37976272,Border Collie,1
10.1983801,Border Collie,1
14.53228382,Border Collie,1
10.05886379,Border Collie,1
9.702829112,Border Collie,1
14.64738763,Border Collie,1
15.18138261,Border Collie,1
15.80276067,Border Collie,1
13.57962583,Border Collie,1
16.49543692,Border Collie,1
12.6295916,Border Collie,1
12.67339722,Border Collie,1
13.60700433,Border Collie,1
16.21891399,Border Collie,1
9.541295916,Border Collie,1
14.47501711,Border Collie,1
10.66666667,Border Collie,1
10.66666667,Border Collie,1
11.91238877,Border Collie,1
9.467373945,Border Collie,1
10.86926762,Border Collie,1
11.16221766,Border Collie,1
11.51254848,Border Collie,1
12.75290897,Border Collie,1
12.81314168,Border Collie,1
14.72689938,Border Collie,1
0.952772074,Border Collie,1
8.449007529,Border Collie,1
9.883527264,Border Collie,1
12.64054301,Border Collie,1
12.85409537,Border Collie,1
13.41809263,Border Collie,1
13.51676934,Border Collie,1
14.61190965,Border Collie,1
15.26614191,Border Collie,1
13.62628337,Border Collie,1
16.11761351,Border Collie,1
11.50707278,Border Collie,1
14.50501939,Border Collie,1
11.79454711,Border Collie,1
11.91501255,Border Collie,1
13.10597764,Border Collie,1
8.862422998,Border Collie,1
12.21355236,Border Collie,1
16.20796258,Border Collie,1
12.5229295,Border Collie,1
4.38329911,Border Collie,1
9.193702943,Border Collie,1
9.256673511,Border Collie,1
9.62343144,Border Collie,1
10.10540726,Border Collie,1
10.64750171,Border Collie,1
11.99988592,Border Collie,1
12.0189368,Border Collie,1
12.38329911,Border Collie,1
12.55578371,Border Collie,1
12.98277436,Border Collie,1
13.35249829,Border Collie,1
13.37428702,Border Collie,1
13.3744011,Border Collie,1
13.39904175,Border Collie,1
13.43999544,Border Collie,1
13.70830481,Border Collie,1
13.79055441,Border Collie,1
13.90554415,Border Collie,1
13.9192334,Border Collie,1
13.9192334,Border Collie,1
13.97113849,Border Collie,1
14.03148528,Border Collie,1
14.0971937,Border Collie,1
14.19301848,Border Collie,1
14.3544376,Border Collie,1
14.38455396,Border Collie,1
14.38740589,Border Collie,1
14.56262834,Border Collie,1
14.57620351,Border Collie,1
14.72952316,Border Collie,1
14.81165868,Border Collie,1
15.02794889,Border Collie,1
15.07996806,Border Collie,1
15.27720739,Border Collie,1
15.35112936,Border Collie,1
15.70431211,Border Collie,1
15.83835273,Border Collie,1
15.90691307,Border Collie,1
16.02737851,Border Collie,1
16.30926306,Border Collie,1
16.44626968,Border Collie,1
16.59467643,Border Collie,1
16.61054073,Border Collie,1
16.65160849,Border Collie,1
7.000570386,Border Collie,1
12.51471595,Border Collie,1
13.08955054,Border Collie,1
14.58441707,Border Collie,1
14.59000684,Border Collie,1
15.04163815,Border Collie,1
11.56194387,Border Collie,1
8.320328542,Border Collie,1
5.456422542,Border Collie,1
9.021218344,Border Collie,1
11.03353867,Border Collie,1
13.5687885,Border Collie,1
13.80412959,Border Collie,1
14.64202601,Border Collie,1
1.908167922,Border Collie,1
15.40303445,Border Collie,1
15.72883869,Border Collie,1
16.46805841,Border Collie,1
13.03764545,Border Collie,1
10.71868583,Border Collie,1
11.74537988,Border Collie,1
12.31200091,Border Collie,1
1.549623546,Border Collie,1
1.774013233,Border Collie,1
12.53102898,Border Collie,1
12.65970796,Border Collie,1
6.535249829,Border Collie,1
8.019050878,Border Collie,1
8.470910335,Border Collie,1
10.11350673,Border Collie,1
10.79523158,Border Collie,1
10.94581337,Border Collie,1
11.09924709,Border Collie,1
11.12924937,Border Collie,1
11.18400639,Border Collie,1
11.66586813,Border Collie,1
11.76716861,Border Collie,1
11.77812001,Border Collie,1
11.79739904,Border Collie,1
12.04916724,Border Collie,1
12.54483231,Border Collie,1
12.57494867,Border Collie,1
12.66529774,Border Collie,1
12.82945471,Border Collie,1
12.92254164,Border Collie,1
12.93623089,Border Collie,1
13.21560575,Border Collie,1
13.39618982,Border Collie,1
13.50855578,Border Collie,1
13.52486881,Border Collie,1
13.74401095,Border Collie,1
13.91649555,Border Collie,1
14.06433949,Border Collie,1
14.34360027,Border Collie,1
14.42835957,Border Collie,1
14.47764089,Border Collie,1
14.68024184,Border Collie,1
14.73785079,Border Collie,1
14.99235683,Border Collie,1
15.044376,Border Collie,1
15.06901666,Border Collie,1
15.07723021,Border Collie,1
15.43315081,Border Collie,1
15.66039243,Border Collie,1
16.04106776,Border Collie,1
16.15868127,Border Collie,1
16.16689482,Border Collie,1
16.21617614,Border Collie,1
16.53924253,Border Collie,1
16.7911248,Border Collie,1
17.56593657,Border Collie,1
17.92744695,Border Collie,1
19.2387634,Border Collie,1
6.379078257,Border Collie,1
10.81724846,Border Collie,1
12.58852384,Border Collie,1
8.273785079,Border Collie,1
11.31542323,Border Collie,1
12.24081679,Border Collie,1
12.68172485,Border Collie,1
12.91980379,Border Collie,1
13.00182523,Border Collie,1
14.00125485,Border Collie,1
15.56456765,Border Collie,1
16.03011636,Border Collie,1
7.02532512,Border Collie,1
11.84668036,Border Collie,1
12.08202145,Border Collie,1
14.17385352,Border Collie,1
0.495436915,Border Collie,1
12.41067762,Border Collie,1
10.92938627,Border Collie,1
12.76374629,Border Collie,1
1.190851015,Border Collie,1
1.207392197,Border Collie,1
1.560574949,Border Collie,1
2.721423682,Border Collie,1
3.750855578,Border Collie,1
3.983572895,Border Collie,1
4.010837326,Border Collie,1
4.834930413,Border Collie,1
5.20727812,Border Collie,1
6.332534794,Border Collie,1
8.432466347,Border Collie,1
8.9636094,Border Collie,1
9.401779603,Border Collie,1
9.456536619,Border Collie,1
10.73226101,Border Collie,1
10.86915355,Border Collie,1
11.77275838,Border Collie,1
11.83835273,Border Collie,1
11.93429158,Border Collie,1
11.96429386,Border Collie,1
12.19153548,Border Collie,1
12.58304814,Border Collie,1
12.92539357,Border Collie,1
13.14430755,Border Collie,1
13.59342916,Border Collie,1
13.99315537,Border Collie,1
14.00125485,Border Collie,1
14.35455168,Border Collie,1
14.52966005,Border Collie,1
14.77059092,Border Collie,1
14.82534794,Border Collie,1
14.82808579,Border Collie,1
14.86915355,Border Collie,1
14.99520876,Border Collie,1
15.00330824,Border Collie,1
15.14020078,Border Collie,1
15.34017796,Border Collie,1
16.01916496,Border Collie,1
16.46817248,Border Collie,1
16.55578371,Border Collie,1
16.84599589,Border Collie,1
17.67830253,Border Collie,1
0.005475702,Border Collie,1
4.602213096,Border Collie,1
10.45573808,Border Collie,1
11.90417522,Border Collie,1
15.36196669,Border Collie,1
8.229979466,Border Collie,1
14.69666895,Border Collie,1
12.88706366,Border Collie,1
13.30036505,Border Collie,1
15.38945927,Border Collie,1
17.85067305,Border Collie,1
7.427675108,Border Collie,1
11.28530687,Border Collie,1
11.51254848,Border Collie,1
12.00273785,Border Collie,1
13.01836642,Border Collie,1
13.81245722,Border Collie,1
14.06433949,Border Collie,1
10.28884326,Border Collie,1
11.52361396,Border Collie,1
11.83025325,Border Collie,1
12.46532056,Border Collie,1
13.27846224,Border Collie,1
13.33333333,Border Collie,1
14.00673055,Border Collie,1
14.01505818,Border Collie,1
9.492128679,Border Collie,1
13.60700433,Border Collie,1
9.097764089,Border Collie,1
15.59479808,Border Collie,1
15.61658681,Border Collie,1
16.24914442,Border Collie,1
10.36276523,Border Collie,1
15.11008442,Border Collie,1
16.00273785,Border Collie,1
10.56262834,Border Collie,1
12.40246407,Border Collie,1
12.97741273,Border Collie,1
13.06217203,Border Collie,1
13.10871549,Border Collie,1
13.13073238,Border Collie,1
14.11088296,Border Collie,1
14.80618298,Border Collie,1
14.91022131,Border Collie,1
15.23887748,Border Collie,1
15.34017796,Border Collie,1
15.72883869,Border Collie,1
16.06023272,Border Collie,1
16.33664157,Border Collie,1
16.99931554,Border Collie,1
17.3085786,Border Collie,1
15.00604609,Border Collie,1
7.841090577,Border Collie,1
12.90885238,Border Collie,1
11.40314853,Border Collie,1
10.35455168,Border Collie,1
14.25861282,Border Collie,1
13.31131645,Border Collie,1
16.23271732,Border Collie,1
14.96771618,Border Collie,1
14.9431896,Border Collie,1
11.4661191,Border Collie,1
9.431781885,Border Collie,1
10.41467032,Border Collie,1
7.928701802,Border Collie,1
11.91238877,Border Collie,1
13.00205339,Border Collie,1
13.16621036,Border Collie,1
13.60438056,Border Collie,1
14.00136893,Border Collie,1
14.0039927,Border Collie,1
14.0971937,Border Collie,1
14.48859229,Border Collie,1
14.56262834,Border Collie,1
15.25256674,Border Collie,1
15.44410221,Border Collie,1
16.04642939,Border Collie,1
9.045859001,Border Collie,1
11.96714579,Border Collie,1
12.06011864,Border Collie,1
12.46532056,Border Collie,1
13.33059548,Border Collie,1
13.63997262,Border Collie,1
14.00125485,Border Collie,1
14.0698152,Border Collie,1
14.96224047,Border Collie,1
15.15389003,Border Collie,1
15.20317134,Border Collie,1
15.26351814,Border Collie,1
15.99988592,Border Collie,1
16.08749715,Border Collie,1
16.6186402,Border Collie,1
9.976614191,Border Collie,1
11.137577,Border Collie,1
11.56456765,Border Collie,1
14.18469085,Border Collie,1
15.11282227,Border Collie,1
16.27093315,Border Collie,1
15.38398357,Border Collie,1
16.19164956,Border Collie,1
13.00205339,Border Collie,1
13.91638147,Border Collie,1
12.83230664,Border Collie,1
15.25245266,Border Collie,1
14.52418435,Border Collie,1
11.43600274,Border Collie,1
13.94661191,Border Collie,1
9.075861282,Border Collie,1
12.90896646,Border Collie,1
12.02737851,Border Collie,1
12.92265572,Border Collie Cross (Cross Breed),1
12.41341547,Border Collie Cross (Cross Breed),1
13.85341091,Border Collie Cross (Cross Breed),1
13.93280858,Border Collie Cross (Cross Breed),1
14.39276751,Border Collie Cross (Cross Breed),1
14.40645676,Border Collie Cross (Cross Breed),1
15.46874287,Border Collie Cross (Cross Breed),1
12.29557381,Border Collie Cross (Cross Breed),1
1.593201004,Border Collie Cross (Cross Breed),1
1.889002966,Border Collie Cross (Cross Breed),1
2.061601643,Border Collie Cross (Cross Breed),1
2.381930185,Border Collie Cross (Cross Breed),1
4.33664157,Border Collie Cross (Cross Breed),1
4.999315537,Border Collie Cross (Cross Breed),1
6.001254848,Border Collie Cross (Cross Breed),1
6.986767055,Border Collie Cross (Cross Breed),1
10.31610769,Border Collie Cross (Cross Breed),1
11.64122747,Border Collie Cross (Cross Breed),1
15.93429158,Border Collie Cross (Cross Breed),1
11.46064339,Border Collie Cross (Cross Breed),1
13.724846,Border Collie Cross (Cross Breed),1
15.0608031,Border Collie Cross (Cross Breed),1
16.66255989,Border Collie Cross (Cross Breed),1
16.67351129,Border Collie Cross (Cross Breed),1
11.33185033,Border Collie Cross (Cross Breed),1
13.53593429,Border Collie Cross (Cross Breed),1
8.637919233,Border Collie Cross (Cross Breed),1
11.96703171,Border Collie Cross (Cross Breed),1
9.015628565,Border Collie Cross (Cross Breed),1
10.14647502,Border Collie Cross (Cross Breed),1
12.03559206,Border Collie Cross (Cross Breed),1
14.80344513,Border Collie Cross (Cross Breed),1
15.7562172,Border Collie Cross (Cross Breed),1
13.39618982,Border Collie Cross (Cross Breed),1
13.40166553,Border Collie Cross (Cross Breed),1
15.00616016,Border Collie Cross (Cross Breed),1
16.24640657,Border Collie Cross (Cross Breed),1
16.43805613,Border Collie Cross (Cross Breed),1
15.18685832,Border Collie Cross (Cross Breed),1
8.771959845,Border Collie Cross (Cross Breed),1
8.933493041,Border Collie Cross (Cross Breed),1
9.927332877,Border Collie Cross (Cross Breed),1
10.11350673,Border Collie Cross (Cross Breed),1
10.71857175,Border Collie Cross (Cross Breed),1
11.16495551,Border Collie Cross (Cross Breed),1
12.16415697,Border Collie Cross (Cross Breed),1
12.25188227,Border Collie Cross (Cross Breed),1
12.61590235,Border Collie Cross (Cross Breed),1
12.66244581,Border Collie Cross (Cross Breed),1
13.00205339,Border Collie Cross (Cross Breed),1
13.29500342,Border Collie Cross (Cross Breed),1
13.60985626,Border Collie Cross (Cross Breed),1
14.08886607,Border Collie Cross (Cross Breed),1
14.2696783,Border Collie Cross (Cross Breed),1
14.36265115,Border Collie Cross (Cross Breed),1
14.43383527,Border Collie Cross (Cross Breed),1
14.48859229,Border Collie Cross (Cross Breed),1
14.5323979,Border Collie Cross (Cross Breed),1
14.77059092,Border Collie Cross (Cross Breed),1
14.80903491,Border Collie Cross (Cross Breed),1
15.03057267,Border Collie Cross (Cross Breed),1
15.75895505,Border Collie Cross (Cross Breed),1
15.93976728,Border Collie Cross (Cross Breed),1
16.00273785,Border Collie Cross (Cross Breed),1
16.07654574,Border Collie Cross (Cross Breed),1
16.09856263,Border Collie Cross (Cross Breed),1
16.54745608,Border Collie Cross (Cross Breed),1
16.46805841,Border Collie Cross (Cross Breed),1
14.0204198,Border Collie Cross (Cross Breed),1
13.06228611,Border Collie Cross (Cross Breed),1
13.83162218,Border Collie Cross (Cross Breed),1
17.93554643,Border Collie Cross (Cross Breed),1
7.704198038,Border Collie Cross (Cross Breed),1
7.958818161,Border Collie Cross (Cross Breed),1
8.624115902,Border Collie Cross (Cross Breed),1
9.012890714,Border Collie Cross (Cross Breed),1
9.98220397,Border Collie Cross (Cross Breed),1
10.50775724,Border Collie Cross (Cross Breed),1
11.15662788,Border Collie Cross (Cross Breed),1
11.32922656,Border Collie Cross (Cross Breed),1
11.87132101,Border Collie Cross (Cross Breed),1
12.00273785,Border Collie Cross (Cross Breed),1
12.10392425,Border Collie Cross (Cross Breed),1
13.02657997,Border Collie Cross (Cross Breed),1
13.3250057,Border Collie Cross (Cross Breed),1
13.78496464,Border Collie Cross (Cross Breed),1
13.86721424,Border Collie Cross (Cross Breed),1
13.95756331,Border Collie Cross (Cross Breed),1
13.97125257,Border Collie Cross (Cross Breed),1
14.92117271,Border Collie Cross (Cross Breed),1
15.01425964,Border Collie Cross (Cross Breed),1
15.15947981,Border Collie Cross (Cross Breed),1
15.34553958,Border Collie Cross (Cross Breed),1
15.54266484,Border Collie Cross (Cross Breed),1
15.94524298,Border Collie Cross (Cross Breed),1
15.96440794,Border Collie Cross (Cross Breed),1
15.99895135,Border Collie Cross (Cross Breed),1
16.55293178,Border Collie Cross (Cross Breed),1
16.6186402,Border Collie Cross (Cross Breed),1
17.1525211,Border Collie Cross (Cross Breed),1
18.43383527,Border Collie Cross (Cross Breed),1
8.763746292,Border Collie Cross (Cross Breed),1
12.62149213,Border Collie Cross (Cross Breed),1
13.39607575,Border Collie Cross (Cross Breed),1
9.396189824,Border Collie Cross (Cross Breed),1
13.47022587,Border Collie Cross (Cross Breed),1
13.36607347,Border Collie Cross (Cross Breed),1
13.78770249,Border Collie Cross (Cross Breed),1
13.8369838,Border Collie Cross (Cross Breed),1
17.56605065,Border Collie Cross (Cross Breed),1
11.70146019,Border Collie Cross (Cross Breed),1
15.35386721,Border Collie Cross (Cross Breed),1
15.00068446,Border Collie Cross (Cross Breed),1
15.13198722,Border Collie Cross (Cross Breed),1
14.46395163,Border Collie Cross (Cross Breed),1
13.8260324,Border Collie Cross (Cross Breed),1
12.68708647,Border Collie Cross (Cross Breed),1
12.41615332,Border Collie Cross (Cross Breed),1
14.32169747,Border Collie Cross (Cross Breed),1
15.80002282,Border Collie Cross (Cross Breed),1
16.47353411,Border Collie Cross (Cross Breed),1
12.36402008,Border Collie Cross (Cross Breed),1
10.91284508,Border Collie Cross (Cross Breed),1
12.05201916,Border Collie Cross (Cross Breed),1
9.018366416,Border Collie Cross (Cross Breed),1
10.55430071,Border Collie Cross (Cross Breed),1
11.74811773,Border Collie Cross (Cross Breed),1
13.44547114,Border Collie Cross (Cross Breed),1
14.1929044,Border Collie Cross (Cross Breed),1
15.73442847,Border Collie Cross (Cross Breed),1
12.99920146,Border Collie Cross (Cross Breed),1
12.98015058,Border Collie Cross (Cross Breed),1
13.00193931,Border Collie Cross (Cross Breed),1
13.08133698,Border Collie Cross (Cross Breed),1
10.00125485,Border Collie Cross (Cross Breed),1
10.02327173,Border Collie Cross (Cross Breed),1
10.76237737,Border Collie Cross (Cross Breed),1
15.15400411,Border Collie Cross (Cross Breed),1
17.01015286,Border Collie Cross (Cross Breed),1
10.33812457,Border Collie Cross (Cross Breed),1
11.93155373,Border Collie Cross (Cross Breed),1
10.89938398,Border Collie Cross (Cross Breed),1
10.6884554,Border Collie Cross (Cross Breed),1
13.74937258,Border Collie Cross (Cross Breed),1
15.906799,Border Collie Cross (Cross Breed),1
17.97946612,Border Collie Cross (Cross Breed),1
14.58167922,Border Collie Cross (Cross Breed),1
7.063540954,Border Collie Cross (Cross Breed),1
13.30047912,Border Collie Cross (Cross Breed),1
13.71925622,Border Collie Cross (Cross Breed),1
15.53445129,Border Collie Cross (Cross Breed),1
11.15115218,Border Collie Cross (Cross Breed),1
0.547570157,Border Collie Cross (Cross Breed),1
13.23750856,Border Collie Cross (Cross Breed),1
14.32705909,Border Collie Cross (Cross Breed),1
13.045859,Border Collie Cross (Cross Breed),1
10.06422542,Border Collie Cross (Cross Breed),1
13.83983573,Border Collie Cross (Cross Breed),1
13.84804928,Border Collie Cross (Cross Breed),1
13.92197125,Border Collie Cross (Cross Breed),1
13.96292494,Border Collie Cross (Cross Breed),1
14.36002738,Border Collie Cross (Cross Breed),1
14.37371663,Border Collie Cross (Cross Breed),1
15.49064568,Border Collie Cross (Cross Breed),1
15.99988592,Border Collie Cross (Cross Breed),1
16,Border Collie Cross (Cross Breed),1
16.01368925,Border Collie Cross (Cross Breed),1
17.00193931,Border Collie Cross (Cross Breed),1
17.00205339,Border Collie Cross (Cross Breed),1
7.819187771,Border Collie Cross (Cross Breed),1
13.35523614,Border Collie Cross (Cross Breed),1
16.01916496,Border Collie Cross (Cross Breed),1
10.91295916,Border Collie Cross (Cross Breed),1
13.87542779,Border Collie Cross (Cross Breed),1
15.77823409,Border Collie Cross (Cross Breed),1
1.568674424,Border Collie Cross (Cross Breed),1
4.851471595,Border Collie Cross (Cross Breed),1
13.93292266,Border Collie Cross (Cross Breed),1
14.06970112,Border Collie Cross (Cross Breed),1
14.69678303,Border Collie Cross (Cross Breed),1
14.74058864,Border Collie Cross (Cross Breed),1
15.00068446,Border Collie Cross (Cross Breed),1
16.17522245,Border Collie Cross (Cross Breed),1
8.854095368,Border Collie Cross (Cross Breed),1
9.615331964,Border Collie Cross (Cross Breed),1
10.18206708,Border Collie Cross (Cross Breed),1
12.46817248,Border Collie Cross (Cross Breed),1
13.23191878,Border Collie Cross (Cross Breed),1
13.79329227,Border Collie Cross (Cross Breed),1
14.0807666,Border Collie Cross (Cross Breed),1
16.99931554,Border Collie Cross (Cross Breed),1
9.544147844,Border Collie Cross (Cross Breed),1
5.984827744,Border Collie Cross (Cross Breed),1
13.00479124,Border Collie Cross (Cross Breed),1
3.998100933,Border Collie Cross (Cross Breed),1
13.01574264,Border Collie Cross (Cross Breed),1
14.50787132,Border Collie Cross (Cross Breed),1
16.11225188,Border Collie Cross (Cross Breed),1
12,Border Collie Cross (Cross Breed),1
11.14852841,Border Collie Cross (Cross Breed),1
13.40451745,Border Collie Cross (Cross Breed),1
9.962924937,Border Collie Cross (Cross Breed),1
14.24503765,Border Collie Cross (Cross Breed),1
13.98767967,Border Collie Cross (Cross Breed),1
13.7412731,Border Collie Cross (Cross Breed),1
8.799338353,Border Collie Cross (Cross Breed),1
11.97809719,Border Collie Cross (Cross Breed),1
15.00604609,Border Collie Cross (Cross Breed),1
14.07243897,Border Collie Cross (Cross Breed),1
13.14430755,Border Collie Cross (Cross Breed),1
13.86710016,Border Collie Cross (Cross Breed),1
15.04711385,Border Collie Cross (Cross Breed),1
16.11487566,Border Collie Cross (Cross Breed),1
11.16210358,Border Collie Cross (Cross Breed),1
13.42083048,Border Collie Cross (Cross Breed),1
13.6590235,Border Collie Cross (Cross Breed),1
15.33732603,Border Collie Cross (Cross Breed),1
14.00136893,Border Collie Cross (Cross Breed),1
14.18754278,Border Collie Cross (Cross Breed),1
12.01631303,Border Collie Cross (Cross Breed),1
14.50501939,Border Collie Cross (Cross Breed),1
15.99988592,Border Collie Cross (Cross Breed),1
15.53718914,border collie x alsation,1
16.22176591,border collie x alsation,1
13.55498517,border collie x jrt,1
13.6590235,BORDER COLLIE X SAMOYED,1
12.38877481,BORDER COLLIE X SAMOYED,1
12.7911248,BORDER COLLIE X SAMOYED,1
8.33937942,Border Terrier,1
14.82819986,Border Terrier,1
14.91295916,Border Terrier,1
1.675450605,Border Terrier,1
2.001254848,Border Terrier,1
6.255989049,Border Terrier,1
7.099133014,Border Terrier,1
10.0094684,Border Terrier,1
10.39276751,Border Terrier,1
10.44204883,Border Terrier,1
11.88489619,Border Terrier,1
16.78291125,Border Terrier,1
4.506502396,Border Terrier,1
14.7048825,Border Terrier,1
15.08008214,Border Terrier,1
15.47421857,Border Terrier,1
13.60974219,Border Terrier,1
12.12867899,Border Terrier,1
12.75279489,Border Terrier,1
13.09240246,Border Terrier,1
14.88295688,Border Terrier,1
13.97399042,Border Terrier,1
9.116929044,Border Terrier,1
10.00125485,Border Terrier,1
14.55715264,Border Terrier,1
14.67214237,Border Terrier,1
0.084873374,Border Terrier,1
6.12183436,Border Terrier,1
8.78838695,Border Terrier,1
11.97250742,Border Terrier,1
12.65982204,Border Terrier,1
12.84052019,Border Terrier,1
13.73294547,Border Terrier,1
14.58453114,Border Terrier,1
16.56388319,Border Terrier,1
13.81793292,Border Terrier,1
5.733059548,Border Terrier,1
7.523613963,Border Terrier,1
11.86299338,Border Terrier,1
11.87394479,Border Terrier,1
12.55852156,Border Terrier,1
12.61601643,Border Terrier,1
12.65697011,Border Terrier,1
13.00193931,Border Terrier,1
13.12799452,Border Terrier,1
13.41820671,Border Terrier,1
13.53582021,Border Terrier,1
13.79865389,Border Terrier,1
13.98767967,Border Terrier,1
14.08339037,Border Terrier,1
14.34086242,Border Terrier,1
14.57631759,Border Terrier,1
14.74868811,Border Terrier,1
14.81439653,Border Terrier,1
15.04163815,Border Terrier,1
15.43052704,Border Terrier,1
15.49623546,Border Terrier,1
15.99988592,Border Terrier,1
16.18058407,Border Terrier,1
16.1889117,Border Terrier,1
17.76579968,Border Terrier,1
14.85831622,Border Terrier,1
16.15320557,Border Terrier,1
19.89322382,Border Terrier,1
11.48790783,Border Terrier,1
11.67408168,Border Terrier,1
13.07049966,Border Terrier,1
15.14293863,Border Terrier,1
3.175906913,Border Terrier,1
6.025895505,Border Terrier,1
7.003308236,Border Terrier,1
9.040269222,Border Terrier,1
10.09434178,Border Terrier,1
10.8718914,Border Terrier,1
10.91295916,Border Terrier,1
10.92391056,Border Terrier,1
12.49817477,Border Terrier,1
12.9636094,Border Terrier,1
13.63449692,Border Terrier,1
13.87805156,Border Terrier,1
14.67202829,Border Terrier,1
14.69119325,Border Terrier,1
14.50775724,Border Terrier,1
15.20864705,Border Terrier,1
15.52635181,Border Terrier,1
1.842459503,Border Terrier,1
5.431781885,Border Terrier,1
6.176591376,Border Terrier,1
8.821241159,Border Terrier,1
9.084074835,Border Terrier,1
9.262149213,Border Terrier,1
9.568674424,Border Terrier,1
10.42299795,Border Terrier,1
10.60358202,Border Terrier,1
10.80629706,Border Terrier,1
11.42767511,Border Terrier,1
11.67967146,Border Terrier,1
11.69324663,Border Terrier,1
12.21355236,Border Terrier,1
12.35306867,Border Terrier,1
12.36960986,Border Terrier,1
13.02110427,Border Terrier,1
13.15240703,Border Terrier,1
13.44284736,Border Terrier,1
13.54403377,Border Terrier,1
13.88078941,Border Terrier,1
14.00410678,Border Terrier,1
14.04243669,Border Terrier,1
14.3434862,Border Terrier,1
14.68309377,Border Terrier,1
14.71594798,Border Terrier,1
14.7652293,Border Terrier,1
14.90212183,Border Terrier,1
15.00057039,Border Terrier,1
15.02521104,Border Terrier,1
15.28256902,Border Terrier,1
15.28804472,Border Terrier,1
16.12320329,Border Terrier,1
16.28473648,Border Terrier,1
16.80219028,Border Terrier,1
17.70841889,Border Terrier,1
18.05053616,Border Terrier,1
13.04574492,Border Terrier,1
14.48859229,Border Terrier,1
6.765115218,Border Terrier,1
11.32648871,Border Terrier,1
11.98893452,Border Terrier,1
12.93896874,Border Terrier,1
15.25519051,Border Terrier,1
2.168263746,Border Terrier,1
8.024640657,Border Terrier,1
11.83025325,Border Terrier,1
12.37770933,Border Terrier,1
6.324321241,Border Terrier,1
10.01232033,Border Terrier,1
18.49680584,Border Terrier,1
11.85204198,Border Terrier,1
14.26682637,Border Terrier,1
12.94455852,Border Terrier,1
6.447638604,Border Terrier,1
16.03274013,Border Terrier,1
11.58647045,Border Terrier,1
13.9137577,Border Terrier,1
12.28199863,Border Terrier,1
13.50570386,Border Terrier,1
13.45927447,Border Terrier,1
5.418206708,Border Terrier,1
9.053958476,Border Terrier,1
9.459160392,Border Terrier,1
10.50228154,Border Terrier,1
12.74731919,Border Terrier,1
12.82683094,Border Terrier,1
12.94455852,Border Terrier,1
13.25667351,Border Terrier,1
15.3893452,Border Terrier,1
9.963039014,Border Terrier,1
13.55772302,Border Terrier,1
12.59137577,Border Terrier,1
14.23134839,Border Terrier,1
15.4002966,Border Terrier,1
15.74241387,Border Terrier,1
10.9431896,Border Terrier,1
12.67077344,Border Terrier,1
15.00068446,Border Terrier,1
15.48790783,Border Terrier,1
15.59753593,Border Terrier,1
10.72130961,Border Terrier,1
